Titulo,Año,Duracion,Genero,Clasificacion,Descripcion,Estrellas,votes,Tipo,duracion_num,genero_principal,duration_min,link
We Are the Freaks,(2013),80 min,"Comedy, Drama",4.6,Three misfits embark on a weekend they will never forget.,"['Justin Edgar', '| ', '    Stars:', 'Jamie Blackley, ', 'Sean Teale, ', 'Mike Bailey, ', 'Michael Smiley']",356,Pelicula,80.0,Comedy,80.0,https://upload.wikimedia.org/wikipedia/en/4/47/We_Are_the_Freaks_poster.jpg
We Are the Wave,(2019– ),48 min,Drama,6.6,"Obedient high school-er Lea is drawn to smart, confident new student Tristan and his rebellious defense of misfits, but is unaware of his double life.","['Anca Miruna Lazarescu', '| ', '    Stars:', 'Ludwig Simon, ', 'Luise Befort, ', 'Michelle Barthel, ', 'Mohamed Issa']",162,Serie,48.0,Drama,48.0,https://upload.wikimedia.org/wikipedia/en/6/68/We_Are_the_Wave.jpg
We Are: The Brooklyn Saints,(2021– ),45 min,"Documentary, Sport",6.5,"A documentary series following a youth football program in the heart of inner city East NY, Brooklyn. Geared towards boys 7-13 years old, the Brooklyn Saints program is more than a sport – it’s a family, and a vehicle for opportunity.",[],164,Serie,,Documentary,45.0,https://upload.wikimedia.org/wikipedia/en/thumb/3/38/We_are_the_Brooklyn_Saints_Poster.jpg/250px-We_are_the_Brooklyn_Saints_Poster.jpg
We Baby Bears,(2022– ),11 min,"Animation, Adventure, Comedy",5.9,"The bear siblings, Grizz, Panda and Ice Bear, in different locations around the world, on their journey to find a perfect permanent home.","['Connor Andrade, ', 'Amari McCoy, ', 'Max Mitchell, ', 'Demetri Martin']",277,Serie,11.0,Animation,11.0,https://upload.wikimedia.org/wikipedia/en/thumb/d/d6/We_Baby_Bears_logo.png/250px-We_Baby_Bears_logo.png
We Bare Bears,(2014–2019),30 min,"Animation, Adventure, Comedy",7.9,Three bear brothers do whatever they can to be a part of human society by doing what everyone around them does.,"['Eric Edelstein, ', 'Demetri Martin, ', 'Bobby Moynihan, ', 'Keith Ferguson']","15,784",Serie,30.0,Animation,30.0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/We_Bare_Bears_wordmark.svg/250px-We_Bare_Bears_wordmark.svg.png
We Can Be Heroes,(II) (2020),100 min,"Action, Comedy, Drama",4.7,"When alien invaders capture the Earth's superheroes, their kids must learn to work together to save their parents- and the planet.","['Robert Rodriguez', '| ', '    Stars:', 'YaYa Gosselin, ', 'Pedro Pascal, ', 'Priyanka Chopra Jonas, ', 'Lyon Daniels']","14,971",Pelicula,100.0,Action,100.0,https://image.tmdb.org/t/p/w500/5AcJFpvxcqjLNADrCNAUYOsIrQP.jpg
We Couldn't Become Adults,(2021),124 min,"Drama, Romance",6.5,"Prodded by a friend request, a forty-something recalls his past relationships from the 90s onward, looking for his vanished hopes and dreams.","['Yoshihiro Mori', '| ', '    Stars:', 'Rich Ting, ', 'Takehiro Hira, ', 'Sanyee Yuan, ', 'Masahiro Higashide']",758,Serie,124.0,Drama,124.0,https://image.tmdb.org/t/p/w500/slb0P0lUpxvlDQgVOPeIXUFImZC.jpg
We Steal Secrets,(2013),130 min,Documentary,6.9,"A documentary that details the creation of Julian Assange's controversial website, which facilitated the largest security breach in U.S. history.","['Alex Gibney', '| ', '    Stars:', 'Julian Assange, ', 'Adrian Lamo, ', ""John 'FuzzFace' McMahon, "", 'Alex Gibney']","7,967",Pelicula,130.0,Documentary,130.0,https://upload.wikimedia.org/wikipedia/en/4/49/We_Steal_Secrets_-_The_Story_of_WikiLeaks.jpg
We Summon the Darkness,(2019),91 min,"Horror, Music, Thriller",5.2,"Three best friends embark on a road trip to a heavy-metal show, where they bond with three aspiring musicians and head off to one of the girls' country home for an after-party.","['Marc Meyers', '| ', '    Stars:', 'Alexandra Daddario, ', 'Keean Johnson, ', 'Maddie Hasson, ', 'Amy Forsyth']","10,714",Pelicula,91.0,Horror,91.0,https://upload.wikimedia.org/wikipedia/en/5/5d/We_Summon_the_Darkness_film_poster.png
We the People,(2021– ),3 min,"Animation, Short, Comedy",3.7,"Learn the basics of rights and citizenship with upbeat songs by popular artists like Janelle Monáe, H.E.R., Adam Lambert, Brandi Carlile and more.","['Lin-Manuel Miranda, ', 'Janelle Monáe, ', 'Bebe Rexha, ', 'Adam Lambert']",760,Serie,3.0,Animation,3.0,https://image.tmdb.org/t/p/w500/cpdogKM0ddTUzxa1RIhk6LrXx7M.jpg
We're Lalaloopsy,(2017),70 min,Animation,6.3,Add a Plot,"['Shannon Chan-Kent, ', 'Maryke Hendrikse, ', 'Sabrina Pitre, ', 'Mariee Devereux']",33,Pelicula,,Animation,70.0,https://upload.wikimedia.org/wikipedia/en/thumb/a/aa/We%27re_Lalaloopsy_logo.png/250px-We%27re_Lalaloopsy_logo.png
Weakest Beast,(2018– ),45 min,"Drama, Romance",6.8,Akira is thirty-years-old and a good employee. People like her. She is pretty. Kosei is thirty-three-years old and also popular at work and personally. He is hard to get. The two meet at a bar and hit it off.,"['Yui Aragaki, ', 'Ryûhei Matsuda, ', 'Kei Tanaka, ', 'Haru Kuroki']",425,Serie,,Drama,45.0,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg
Weapons of Death,(1977),90 min,"Action, Crime, Drama",6.4,A police commissioner tries to bring a gangster to justice as the kingpin's out-of-control crimes set even his own underworld allies against him.,"['Mario Caiano', '| ', '    Stars:', 'Leonard Mann, ', 'Evelyn Stewart, ', 'Henry Silva, ', 'Jeff Blynn']",458,Pelicula,90.0,Action,90.0,https://upload.wikimedia.org/wikipedia/en/7/76/Napoli_spara%21.jpg
Web Junkie,(2013),74 min,"Documentary, Biography, Drama",6.3,"This uniquely telling film takes an entertaining and unsettling look into Chinese rehabilitation centers treating internet addiction, which the Chinese government has classified as a serious clinical disorder.","['Hilla Medalia, ', 'Shosh Shlam', '| ', '    Star:', 'Ran Tao']",635,Pelicula,74.0,Documentary,74.0,https://upload.wikimedia.org/wikipedia/en/b/b4/Web_Junkie_poster.jpg
"Web of Make Believe: Death, Lies and the Internet",(2022– ),60 min,"Documentary, Crime",6.4,"Conspiracy. Fraud. Violence. Murder. What starts out virtual can get real all too quickly--and when the web is worldwide, so are the consequences.","['Daniel Rigmaiden, ', 'Aaron Kuban, ', 'Jerrod Paige, ', 'Samara Couri']","1,705",Serie,60.0,Documentary,60.0,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg
Wedding Season,(2022),98 min,"Comedy, Romance",6.3,"Pressured by their parents to find spouses, Asha and Ravi pretend to date during a summer of weddings, only to find themselves falling for each other.","['Tom Dey', '| ', '    Stars:', 'Pallavi Sharda, ', 'Suraj Sharma, ', 'Arianna Afsar, ', 'Sean Kleier']","6,947",Serie,98.0,Comedy,98.0,https://upload.wikimedia.org/wikipedia/en/0/04/Wedding_Season.jpg
Weightlifting Fairy Kim Bok-Joo,(2016–2017),60 min,"Comedy, Romance",8.4,"A coming-of-age story about a group of college athletes who are fighting for their dreams, experiencing and finding love in the process, and growing every step of the way.","['Lee Song-Kyoung, ', 'Nam Joo-hyuk, ', 'Jae-yoon Lee, ', 'Hye-Jung Cho']","9,099",Serie,60.0,Comedy,60.0,https://upload.wikimedia.org/wikipedia/en/thumb/b/bd/Weightlifting_Fairy_Kim_Bok_Joo_Poster.jpg/250px-Weightlifting_Fairy_Kim_Bok_Joo_Poster.jpg
Welcome Home,(I) (2018),97 min,Thriller,5.2,"A couple spend a weekend at a vacation rental home in the Italian countryside in an attempt to repair their relationship, but soon become victims of the homeowner's sinister plans.","['George Ratliff', '| ', '    Stars:', 'Emily Ratajkowski, ', 'Aaron Paul, ', 'Riccardo Scamarcio, ', 'Katy Louise Saunders']","7,838",Pelicula,97.0,Thriller,97.0,https://image.tmdb.org/t/p/w500/1DGxRaBMIQFzeyHGHBhwrXGLlxE.jpg
Welcome Mr. President,(2013),98 min,Comedy,6.2,A Mr. Nobody is mistakenly elected President of the Italian Republic.,"['Riccardo Milani', '| ', '    Stars:', 'Claudio Bisio, ', 'Kasia Smutniak, ', 'Giuseppe Fiorello, ', 'Remo Girone']","3,419",Pelicula,98.0,Comedy,98.0,https://upload.wikimedia.org/wikipedia/en/thumb/0/0c/Welcome_Mr._President_poster.jpg/250px-Welcome_Mr._President_poster.jpg
"Welcome to Demon-School, Iruma-kun",(2019– ),23 min,"Animation, Comedy, Drama",7.7,A human child is adopted by a demon and sent to a demon school. He must find a way to survive in the dangerous but fun world he has entered.,"['Daisuke Ono, ', 'Ayumu Murase, ', 'Ryohei Kimura, ', 'Saori Hayami']","1,593",Serie,23.0,Animation,23.0,https://image.tmdb.org/t/p/w500/eP2G3vlWtRpNhTGt5COCDMwcrHo.jpg
Welcome to Dongmakgol,(2005),133 min,"Comedy, Drama, War",7.6,Soldiers from both sides of the Korean divide live among villagers who know nothing of the war.,"['Kwang-Hyun Park', '| ', '    Stars:', 'Jae-yeong Jeong, ', 'Shin Ha-kyun, ', 'Kang Hye-jeong, ', 'Ha-ryong Lim']","7,195",Pelicula,133.0,Comedy,133.0,https://upload.wikimedia.org/wikipedia/en/thumb/c/c0/Welcome_to_Dongmakgol_poster.jpg/250px-Welcome_to_Dongmakgol_poster.jpg
Welcome to Eden,(2022– ),40 min,"Action, Drama, Sci-Fi",5.5,"A group of young adults attend a party on a remote island, but the tempting paradise they find waiting for them holds dangerous secrets and entrapments.","['Amaia Aberasturi, ', 'Tomás Aguilera, ', 'Diego Garisa, ', 'Berta Castañé']","4,529",Serie,40.0,Action,40.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Bienvenidos_a_Ed%C3%A9n_logo.png/250px-Bienvenidos_a_Ed%C3%A9n_logo.png
Welcome to Wedding Hell,(2022– ),35 min,"Drama, Romance",6.1,"A marriage proposal is supposed to be a happy ending. But for one couple, it becomes the beginning of an uphill struggle over wedding preparations.","['Lee Jin-Wook, ', 'Yeon-hee Lee, ', 'Kim Mi-Kyung, ', 'Seung-eon Hwang']",152,Serie,35.0,Drama,35.0,https://upload.wikimedia.org/wikipedia/en/thumb/0/00/Welcome_to_Wedding_Hell.jpg/250px-Welcome_to_Wedding_Hell.jpg
Welcome to the Family,(2018–2019),45 min,Comedy,6.7,"When an evicted single mom's estranged father dies, she and his second wife cover up his death after learning they've been written out of his will.","['Melani Olivares, ', 'Ivan Massagué, ', 'Yolanda Ramos, ', 'Nao Albet']",468,Serie,,Comedy,45.0,https://image.tmdb.org/t/p/w500/xU9QuVpVRwzihnOAR5nXCu6Ik36.jpg
Well-Intended Love,(2019–2020),45 min,"Drama, Romance",7.2,A third-rate actress with leukemia got married to the powerful CEO of a company because she needs him to receive a bone marrow transplant so she can continue her career.,"['Kaicheng Xu, ', 'Ian Yi, ', 'Shuang Wang, ', 'Qianshuo Huang']","1,513",Serie,45.0,Drama,45.0,https://upload.wikimedia.org/wikipedia/en/thumb/c/cb/Well_Intended_Love.jpg/250px-Well_Intended_Love.jpg
Wendell & Wild,(2022),105 min,"Animation, Adventure, Comedy",7.5,"Two scheming demon brothers, Wendell and Wild, must face their arch-nemesis, the demon-dusting nun Sister Helly, and her two acolytes, the goth teens Kat and Raul. However, Raul cannot see them so Kat helps Wendell and Wild to help him.","['Henry Selick', '| ', '    Stars:', 'Lyric Ross, ', 'Keegan-Michael Key, ', 'Jordan Peele, ', 'Angela Bassett']",94,Pelicula,105.0,Animation,105.0,https://upload.wikimedia.org/wikipedia/en/thumb/2/24/Wendell_%26_Wild_poster.jpg/250px-Wendell_%26_Wild_poster.jpg
Wentworth,(2013–2021),45 min,"Crime, Drama, Thriller",8.6,The confronting look into the lives of the inmates and prison staff of Wentworth Correctional Centre as they navigate the ups and downs of their lives in the prison system.,"['Kate Atkinson, ', 'Katrina Milosevic, ', 'Robbie Magasiva, ', 'Jacqueline Brennan']","22,295",Serie,45.0,Crime,45.0,https://image.tmdb.org/t/p/w500/U8vmf64FLN1nQyiUAtZrA3tKss.jpg
Westbrick Murders,(2010),90 min,"Action, Crime, Thriller",2.5,"The town of Westbrick is a rough place to live in. It is here that the young rookie cop Matthew lives with his wife. Meanwhile, notorious serial killers Billy and Barbara embark on a ...                See full summary »","['Shaun Rana', '| ', '    Stars:', 'Sami Darr, ', 'Anna Bård, ', 'Ian Burns, ', 'Vernon Wells']",394,Pelicula,90.0,Action,90.0,https://image.tmdb.org/t/p/w500/5P4wLAh5HMv8x6gsHkwFXg2Em7R.jpg
Western,(2015),92 min,"Documentary, Western",6.1,"For generations, all that distinguished Eagle Pass, TX, from Piedras Negras, MX, was the Rio Grande. But when darkness descends upon these harmonious border towns, a cowboy and lawman face a new reality that threatens their way of life.","['Bill Ross IV, ', 'Turner Ross', '| ', '    Stars:', 'Chad Foster, ', 'Brylyn Wall, ', 'Martín Wall']",253,Pelicula,92.0,Documentary,92.0,https://image.tmdb.org/t/p/w500/A27dfIx8pwrN5jS0N0BOJtABeLR.jpg
Westside,(2018),50 min,Musical,6.2,An unscripted and deeply personal glimpse into the journeys of nine young L.A.-based musicians as they follow their dreams.,"['Taz Zavala, ', 'Arika Gluck, ', 'Pia Toscano, ', 'Caitlin Ary']",167,Pelicula,50.0,Musical,50.0,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg
Wet Hot American Summer: First Day of Camp,(2015),30 min,Comedy,7.3,Follows the counselors and campers on their first day at Camp Firewood in the summer of 1981.,"['Marguerite Moreau, ', 'Zak Orth, ', 'Paul Rudd, ', 'Michael Showalter']","24,101",Serie,30.0,Comedy,30.0,https://upload.wikimedia.org/wikipedia/en/thumb/9/92/FirstDayOfCamp.jpg/250px-FirstDayOfCamp.jpg
Wet Hot American Summer: First Day of Camp - Featurette,(2015),75 min,"Documentary, Short",7.9,Add a Plot,['Josh Oreck'],93,Pelicula,,Documentary,75.0,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg
Wet Hot American Summer: Ten Years Later,(2017),216 min,Comedy,6.9,The campers and counselors of Camp Firewood meet ten years after their last day at camp.,"['Nina Hellman, ', 'Marguerite Moreau, ', 'Zak Orth, ', 'Michael Showalter']","8,763",Serie,216.0,Comedy,216.0,https://upload.wikimedia.org/wikipedia/en/thumb/5/56/WHAS-TYL-title.jpg/250px-WHAS-TYL-title.jpg
What Did Jack Do?,(2017),17 min,"Short, Comedy, Crime",6.4,"In a locked down train station, a homicide detective conducts an interview with a tormented monkey.","['David Lynch', '| ', '    Stars:', 'Jack Cruz, ', 'David Lynch, ', 'Toototabon, ', 'Emily Stofle']","12,837",Serie,17.0,Short,17.0,https://upload.wikimedia.org/wikipedia/en/thumb/b/b6/What_Did_Jack_Do_Netflix.jpg/250px-What_Did_Jack_Do_Netflix.jpg
What Did you Eat Yesterday?,(2019– ),30 min,"Comedy, Drama, Family",8.2,"Kakei Shiro is a 45 year old lawyer who works at a small law firm. His partner, Yabuki Kenji, is an affable hairdresser in his 40s. They have been together for three years yet Shiro has never told anyone that Kenji is his partner.","['Hidetoshi Nishijima, ', 'Meiko Kaji, ', 'Hayato Isomura, ', 'Kôji Yamamoto']",435,Serie,30.0,Comedy,30.0,https://image.tmdb.org/t/p/w500/wZL8EQSarjLeREvA97QJ0Jx7yX5.jpg
What Happened to Monday,(2017),123 min,"Action, Crime, Fantasy",6.8,"In a world where families are limited to one child due to overpopulation, a set of identical septuplets must avoid being put to a long sleep by the government and dangerous infighting while investigating the disappearance of one of their own.","['Tommy Wirkola', '| ', '    Stars:', 'Noomi Rapace, ', 'Glenn Close, ', 'Willem Dafoe, ', 'Marwan Kenzari']","122,876",Serie,123.0,Action,123.0,https://upload.wikimedia.org/wikipedia/en/f/f2/What_Happened_to_Monday.png
What Happened to Mr. Cha?,(2021),102 min,"Comedy, Drama",4.3,"Cha In-Pyo was once a popular actor, but he is not anymore. He struggles to regain his popularity.","['Dong-kyu Kim', '| ', '    Stars:', 'In-Pyo Cha, ', 'Jae-Ryong Song']",362,Serie,102.0,Comedy,102.0,https://upload.wikimedia.org/wikipedia/en/thumb/a/aa/What_Happened_to_Mr._Cha%3F.jpg/250px-What_Happened_to_Mr._Cha%3F.jpg
"What Happened, Miss Simone?",(2015),101 min,"Documentary, Biography, Music",7.6,"A documentary about the life and legend Nina Simone, an American singer, pianist, and civil rights activist labeled the ""High Priestess of Soul.""","['Liz Garbus', '| ', '    Stars:', 'Nina Simone, ', 'Lisa Simone Kelly, ', 'Roger Nupie, ', 'Al Schackman']","13,970",Pelicula,101.0,Documentary,101.0,https://upload.wikimedia.org/wikipedia/en/6/65/What_Happened%2C_Miss_Simone_logo.jpg
What Keeps You Alive,(2018),98 min,"Horror, Thriller",5.7,"Majestic mountains, a still lake and venomous betrayals engulf a female married couple attempting to celebrate their one-year anniversary.","['Colin Minihan', '| ', '    Stars:', 'Hannah Emily Anderson, ', 'Brittany Allen, ', 'Martha MacIsaac, ', 'Joey Klein']","8,784",Pelicula,98.0,Horror,98.0,https://upload.wikimedia.org/wikipedia/en/1/16/What_Keeps_You_Alive.png
What We Started,(2017),94 min,Documentary,7.1,"DJs, producers, and promoters discuss the history and state of electronic dance music.","['Bert Marcus, ', 'Cyrus Saidi', '| ', '    Stars:', 'Steve Angello, ', 'Carl Cox, ', 'Chip Eberhart, ', 'Martin Garrix']","2,047",Pelicula,94.0,Documentary,94.0,https://upload.wikimedia.org/wikipedia/en/c/ca/What_We_Started_%282017%29_Film_Poster.jpg
What We Wanted,(2020),93 min,Drama,5.9,A couple facing fertility issues finds their marriage tested on a vacation to a Sardinian resort - and the family next door only adds to the tension.,"['Ulrike Kofler', '| ', '    Stars:', 'Lavinia Wilson, ', ""Elyas M'Barek, "", 'Anna Unterberger, ', 'Lukas Spisser']","1,837",Serie,93.0,Drama,93.0,https://upload.wikimedia.org/wikipedia/en/c/cd/What_We_Wanted.jpg
What Would Sophia Loren Do?,(2021),32 min,"Documentary, Short, Biography",6.6,"An Italian-American grandmother and film buff finds strength and joy in the life of her screen idol, Sophia Loren.","['Ross Kauffman', '| ', '    Stars:', 'Nancy Kulik, ', 'Sophia Loren, ', 'Edoardo Ponti']",738,Serie,32.0,Documentary,32.0,https://upload.wikimedia.org/wikipedia/en/thumb/e/e7/What_Would_Sophia_Loren_Do.jpg/250px-What_Would_Sophia_Loren_Do.jpg
What are the Odds?,(2019),92 min,Drama,5.2,"Follows a day in the life of a high-spirited teenager, Vivek who commits a small and clunky crime as a mark of ""protest"", which leads to her striking an unexpected friendship with well-behaved, always saving the day, head boy, Ashwin.","['Megha Ramaswamy', '| ', '    Stars:', 'Yashaswini Dayama, ', 'Karanvir Malhotra, ', 'Abhay Deol, ', 'Priyanka Bose']",844,Pelicula,92.0,Drama,92.0,https://image.tmdb.org/t/p/w500/uXaIkStIhXT63p4MRddzX3YVRvG.jpg
What the Love! with Karan Johar,(2020– ),45 min,"Documentary, Reality-TV, Romance",3.8,"""Millenials"" looking for love join the show in hopes of being guided into new relationship opportunities by host Karan Johar.","['Rameez Rizvi, ', 'Sahil Brown, ', 'Samaksh Sudi, ', 'Karan Johar']",278,Serie,,Documentary,45.0,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg
